StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,.,ps_0,ps_1,meta_Browser,meta_Version,meta_Operating System,meta_Resolution,ai_tool_use_1,ai_tool_use_2,ai_tool_use_3,ai_tool_use_4,ai_tool_use_5,ai_tool_use_6,ai_tool_use_7,ai_tool_use_8,ai_tool_use_9,ai_tool_use_9_TEXT,ai_tool_context_1,ai_tool_context_2,ai_tool_context_3,ai_tool_context_4,ai_tool_context_5,ai_tool_context_6,ai_tool_context_7,ai_tool_context_8,ai_tool_context_9,ai_tool_context_10,ai_tool_context_11,ai_tool_context_12,ai_tool_context_12_TEXT,gender,education,income,zipcode,profession,profession_59_TEXT,relationship,relationship_8_TEXT,family,family_6_TEXT,race,hispanic,political_leaning,political_leaning_4_TEXT,prior_mental_health,prior_mental_health_8_TEXT,overall_quality,overall_quality_work,overall_quality_pers,fl_satisfaction_1,fl_satisfaction_1_ai,fl_satisfaction_2,fl_satisfaction_2_ai,fl_health_1,fl_health_1_ai,fl_health_2,fl_health_2_ai,fl_purpose_1,fl_purpose_1_ai,fl_purpose_2,fl_purpose_2_ai,fl_character_1,fl_character_1_ai,fl_character_2,fl_character_2_ai,fl_social_1,fl_social_1_ai,fl_social_2,fl_social_2_ai,fl_financial_1,financial_1_ai,attn_2,engagement_1,engagement_1_ai,engagement_2,engagement_2_ai,engagement_3,engagement_3_ai,mastery_skills_1,mastery_skills_1_ai,mastery_skills_2,mastery_skills_2_ai,mastery_skills_3,mastery_skills_3_ai,mastery_learn_1,mastery_learn_2,mastery_learn_3,mastery_accomplish_1,mastery_accomplish_2,mastery_accomplish_3,mastery_efficacy_1,mastery_efficacy_2,mastery_efficacy_3,mastery_worth_1,mastery_worth_2,mastery_worth_3,agency_control_1,agency_control_1_ai,agency_control_2,agency_control_2_ai,agency_control_3,agency_control_3.1,agency_control_4_ai,attn_3,ex_reasoning_1,ex_reasoning_2,ex_reasoning_3,ex_reasoning_4,ex_reasoning_5,ex_reasoning_6,ex_reasoning_7,ex_reasoning_8,ex_reasoning_9,ex_reasoning_10,ex_reasoning_11,ex_reasoning_12,ex_reasoning_13,ex_reasoning_14,ex_reasoning_15,ex_reasoning_16,ex_reasoning_17,ex_creativity_1,ex_creativity_2,ex_creativity_3,ex_creativity_4,ex_creativity_5,ex_creativity_6,ex_creativity_7,ex_creativity_8,ex_creativity_9,ex_creativity_10,ex_creativity_11,bhv_reasoning_1,bhv_reasoning_2,bhv_learn_1,bhv_learn_2,bhv_social_1,bhv_social_2,bhv_purpose_1,bhv_purpose_2,bhv_health_1,bhv_health_2,add_work_1,add_work_2,add_work_3,add_work_4,add_work_5,add_work_6,add_work_7,add_students_1,add_students_2,add_students_3,add_students_4,add_students_5,add_social_1,add_social_2,add_social_3,add_social_4,add_social_5,add_social_6,add_social_7,add_social_8,add_social_9,add_learn_1,add_learn_2,add_learn_3,add_learn_4,add_learn_5,add_learn_6,add_learn_7,add_meaning_1,add_meaning_2,add_meaning_3,add_meaning_4,add_meaning_5,PROLIFIC_PID
2026-03-24 21:37:06,2026-03-24 21:58:46,IP Address,*******,100,1300,True,2026-03-24 21:58:46,R_Dr4JqKcAYdaJ25,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,A few times per month,Never,About once a day,Never,A few times per month,A few times per month,Never,Never,About once a month,,Several times a day,A few times per month,A few times per week,A few times per month,A few times per month,About once a month,Less than once a month,Never,About once a day,Never,About once a month,Never,,Female,Some college but no degree,"$60,000 to $69,999",61140,Business / Finance / Consulting,,Single,,Live with partner/spouse,,White or Caucasian,No,Democrat,,None,,Neither positive nor negative,Slightly positive,Moderately negatively,5,1 = Made this worse,6,4 = Made this a little better,9,5 = Made this better,5,4 = Made this a little better,3,4 = Made this a little better,10 - Strongly Agree,4 = Made this a little better,6,2 = Made this a little worse,6,3 = No real effect,7,3 = No real effect,3,2 = Made this a little worse,6,0 = Made this much worse,2.0,Neither agree nor disagree,4 = Made this a little better,Agree,3 = No real effect,Agree,2 = Made this a little worse,Agree,5 = Made this better,Neither agree nor disagree,4 = Made this a little better,Agree,4 = Made this a little better,Agree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Disagree,Agree,Disagree,5 = Made this better,Neither agree nor disagree,3 = No real effect,Strongly Disagree,Neither agree nor disagree,4 = Made this a little better,,Strongly agree,Strongly agree,Strongly Disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Disagree,Strongly agree,Weekly,Monthly,Once,Monthly,Never,Never,Monthly,A few times,Never,Once,Agree,Agree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,46fa55373ef5a4c011e47d4f
2026-03-10 14:49:16,2026-03-10 15:14:51,IP Address,*******,100,1535,True,2026-03-10 15:14:51,R_AfAJ90YiNpbIyi,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,About once a day,About once a month,A few times per week,Less than once a month,Never,Never,Never,Never,Never,,Several times a day,About once a month,Several times a day,About once a day,Never,A few times per week,Never,Never,A few times per week,Never,Never,Never,,Male,Master's degree,"$50,000 to $59,999",97612,Other (please specify),,Single,,"Live with partner/spouse,Live with children",,Asian or Asian American,No,Democrat,,Anxiety disorder,,Moderately positive,Slightly positive,Neither positive nor negative,6,4 = Made this a little better,7,4 = Made this a little better,10 - Excellent,2 = Made this a little worse,8,2 = Made this a little worse,7,5 = Made this better,8,3 = No real effect,9,3 = No real effect,5,4 = Made this a little better,6,2 = Made this a little worse,8,2 = Made this a little worse,4,3 = No real effect,2.0,Neither agree nor disagree,4 = Made this a little better,Neither agree nor disagree,3 = No real effect,Agree,2 = Made this a little worse,Agree,4 = Made this a little better,Agree,5 = Made this better,Disagree,4 = Made this a little better,Neither agree nor disagree,Strongly Disagree,Strongly agree,Disagree,Agree,Strongly agree,Strongly Disagree,Disagree,Disagree,Neither agree nor disagree,Strongly Disagree,Agree,Neither agree nor disagree,2 = Made this a little worse,Strongly Disagree,3 = No real effect,Strongly Disagree,Neither agree nor disagree,4 = Made this a little better,,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Agree,Disagree,Neither agree nor disagree,Disagree,Disagree,Agree,Agree,Neither agree nor disagree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Never,A few times,Never,Never,Weekly,Daily,A few times,A few times,Once,Monthly,Agree,Strongly agree,Neither agree nor disagree,Disagree,Strongly agree,Agree,Agree,Neither agree nor disagree,Disagree,Strongly agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Disagree,Strongly agree,Disagree,Agree,Neither agree nor disagree,Disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly agree,fcb416020dbfc4a9e44285a3
2026-03-05 09:47:45,2026-03-05 10:09:47,IP Address,*******,100,1322,True,2026-03-05 10:09:47,R_Kqzq5sR3SvCFhB,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,About once a day,A few times per month,A few times per week,Never,Less than once a month,Never,Never,Never,Never,,A few times per month,A few times per month,About once a day,Several times a day,About once a day,Less than once a month,About once a day,Several times a day,Never,About once a month,About once a month,Never,,Female,Some college but no degree,"$30,000 to $39,999",35302,Creative / Arts / Media,,In a relationship,,Live with partner/spouse,,White or Caucasian,No,Independent,,None,,Moderately positive,Slightly positive,Neither positive nor negative,10 - Completely satisfied,4 = Made this a little better,5,4 = Made this a little better,8,2 = Made this a little worse,10 - Excellent,4 = Made this a little better,7,2 = Made this a little worse,8,2 = Made this a little worse,4,4 = Made this a little better,6,5 = Made this better,7,3 = No real effect,10 - Completely Agree,2 = Made this a little worse,4,4 = Made this a little better,2.0,Agree,4 = Made this a little better,Agree,6 = Made this much better,Agree,2 = Made this a little worse,Agree,5 = Made this better,Agree,3 = No real effect,Neither agree nor disagree,5 = Made this better,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Disagree,Strongly agree,Strongly Disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,4 = Made this a little better,Strongly Disagree,3 = No real effect,Agree,Disagree,1 = Made this worse,,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Agree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Agree,Disagree,Strongly agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,A few times,Never,Once,Weekly,A few times,Once,Weekly,Never,Monthly,A few times,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree,Agree,Neither agree nor disagree,Strongly Disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Agree,Disagree,b7dadc713de403f6a267e40a
2026-03-02 23:06:36,2026-03-02 23:21:05,IP Address,*******,100,869,True,2026-03-02 23:21:05,R_TyPgkxF77v6RXG,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,Less than once a month,A few times per month,Less than once a month,Never,A few times per month,Never,Never,Less than once a month,Never,,A few times per week,A few times per week,About once a day,About once a month,Less than once a month,Never,A few times per week,A few times per month,A few times per week,Less than once a month,About once a month,Never,,Female,High school graduate (high school diploma or equivalent including GED),"$150,000 or more",89049,Business / Finance / Consulting,,Married,,Live alone,,Hispanic or Latino,No,Democrat,,Anxiety disorder,,Very negatively,Extremely positive,Slightly positive,7,3 = No real effect,7,2 = Made this a little worse,8,3 = No real effect,7,4 = Made this a little better,10 - Completely Worthwhile,5 = Made this better,8,3 = No real effect,9,3 = No real effect,10 - Completely True of Me,6 = Made this much better,8,3 = No real effect,5,3 = No real effect,7,2 = Made this a little worse,2.0,Agree,3 = No real effect,Agree,3 = No real effect,Strongly agree,4 = Made this a little better,Strongly agree,3 = No real effect,Strongly Disagree,4 = Made this a little better,Agree,3 = No real effect,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,2 = Made this a little worse,Neither agree nor disagree,4 = Made this a little better,Strongly agree,Strongly agree,3 = No real effect,,Agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Agree,Disagree,Strongly Disagree,Disagree,Strongly agree,Disagree,Agree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Daily,Monthly,A few times,A few times,Never,Never,Monthly,Never,Never,A few times,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Disagree,Neither agree nor disagree,27aa55ceff7e67433b3cdf7b
2026-03-07 11:10:55,2026-03-07 11:40:20,IP Address,*******,100,1765,True,2026-03-07 11:40:20,R_B7LVJe7haxEUem,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,1-2 hours a day,Never,About once a day,Never,About once a day,Less than once a month,Never,Never,Never,,A few times per week,Several times a day,A few times per week,About once a day,Never,A few times per month,Never,Never,A few times per week,Less than once a month,About once a month,Never,,Male,Bachelor's degree in college (4-year),"$90,000 to $99,999",92317,Business / Finance / Consulting,,Married,,Live with partner/spouse,,Hispanic or Latino,No,Republican,,Bipolar disorder,,Neither positive nor negative,Extremely positive,Moderately positive,6,5 = Made this better,1,5 = Made this better,6,3 = No real effect,4,1 = Made this worse,7,5 = Made this better,4,4 = Made this a little better,7,2 = Made this a little worse,10 - Completely True of Me,3 = No real effect,6,3 = No real effect,5,2 = Made this a little worse,6,1 = Made this worse,2.0,Agree,1 = Made this worse,Neither agree nor disagree,4 = Made this a little better,Neither agree nor disagree,2 = Made this a little worse,Agree,5 = Made this better,Agree,2 = Made this a little worse,Strongly agree,4 = Made this a little better,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,4 = Made this a little better,Disagree,4 = Made this a little better,Strongly Disagree,Disagree,5 = Made this better,,Disagree,Strongly agree,Agree,Agree,Strongly agree,Strongly Disagree,Strongly agree,Disagree,Agree,Disagree,Strongly Disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Strongly agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Disagree,Strongly agree,Never,A few times,Monthly,Never,A few times,Weekly,Never,Never,Never,A few times,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Agree,Disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Strongly Disagree,Neither agree nor disagree,Strongly agree,afb6ea6cd37553f509383a95
2026-03-24 02:56:27,2026-03-24 03:22:42,IP Address,*******,100,1575,True,2026-03-24 03:22:42,R_moBZo8L93rftv3,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,About once a month,About once a day,Less than once a month,Never,1-2 hours a day,Never,Never,Never,Never,,About once a day,A few times per month,A few times per month,A few times per week,Never,Never,Never,A few times per month,About once a day,Never,Never,Less than once a month,,Female,Master's degree,"$90,000 to $99,999",30959,Other (please specify),,In a relationship,,Live alone,,Black or African American,No,Democrat,,Anxiety disorder,,Neither positive nor negative,Moderately positive,Moderately positive,1,4 = Made this a little better,7,4 = Made this a little better,10 - Excellent,2 = Made this a little worse,2,3 = No real effect,7,4 = Made this a little better,9,2 = Made this a little worse,7,4 = Made this a little better,7,5 = Made this better,5,4 = Made this a little better,8,1 = Made this worse,5,5 = Made this better,2.0,Agree,3 = No real effect,Neither agree nor disagree,3 = No real effect,Agree,3 = No real effect,Disagree,4 = Made this a little better,Agree,4 = Made this a little better,Strongly agree,5 = Made this better,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Disagree,Strongly Disagree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Disagree,Agree,Disagree,4 = Made this a little better,Strongly Disagree,2 = Made this a little worse,Strongly Disagree,Disagree,5 = Made this better,,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly agree,Strongly agree,Disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly Disagree,Disagree,Weekly,Monthly,Never,Never,Monthly,Once,A few times,Weekly,Weekly,Never,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Disagree,Strongly agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,a7e5ae02809728a12c8df53f
2026-03-16 16:43:44,2026-03-16 17:08:11,IP Address,*******,100,1467,True,2026-03-16 17:08:11,R_zcoeuMWMS6hwWb,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,About once a month,1-2 hours a day,A few times per week,About once a month,Never,About once a month,Never,Never,Never,,About once a month,A few times per week,Never,A few times per week,A few times per month,Never,About once a month,About once a month,About once a day,Several times a day,Never,Never,,Non-binary / third gender,Less than high school,"$30,000 to $39,999",31934,Healthcare / Medicine,,Married,,Live alone,,White or Caucasian,No,Democrat,,None,,Neither positive nor negative,Slightly positive,Extremely positive,8,5 = Made this better,7,2 = Made this a little worse,10 - Excellent,4 = Made this a little better,7,3 = No real effect,10 - Completely Worthwhile,4 = Made this a little better,3,4 = Made this a little better,3,2 = Made this a little worse,6,2 = Made this a little worse,6,3 = No real effect,4,3 = No real effect,5,5 = Made this better,2.0,Disagree,4 = Made this a little better,Agree,2 = Made this a little worse,Agree,4 = Made this a little better,Agree,6 = Made this much better,Agree,4 = Made this a little better,Agree,3 = No real effect,Agree,Strongly agree,Neither agree nor disagree,Disagree,Agree,Disagree,Disagree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,4 = Made this a little better,Strongly agree,3 = No real effect,Disagree,Strongly Disagree,2 = Made this a little worse,,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Disagree,Disagree,Agree,Strongly agree,Disagree,Agree,Agree,Neither agree nor disagree,Disagree,Agree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Agree,Disagree,Strongly agree,Agree,Monthly,Weekly,Monthly,Weekly,Weekly,Weekly,Weekly,Weekly,A few times,Never,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly Disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Disagree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,3d88cde4152c4fe08875b758
2026-03-01 05:41:33,2026-03-01 06:06:36,IP Address,*******,100,1503,True,2026-03-01 06:06:36,R_vUscM4kpzsyBF7,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,5-10 times a day,A few times per week,About once a month,Less than once a month,A few times per week,Never,A few times per week,Never,Never,,A few times per month,Less than once a month,Several times a day,Never,Never,Never,Never,A few times per month,Several times a day,Less than once a month,Less than once a month,Never,,Female,Bachelor's degree in college (4-year),"$80,000 to $89,999",23681,Healthcare / Medicine,,Single,,"Live with partner/spouse,Live with children",,Hispanic or Latino,Yes,Independent,,ADHD,,Neither positive nor negative,Slightly positive,Slightly negatively,8,3 = No real effect,6,4 = Made this a little better,5,2 = Made this a little worse,8,2 = Made this a little worse,6,6 = Made this much better,9,3 = No real effect,6,5 = Made this better,7,2 = Made this a little worse,2,3 = No real effect,6,4 = Made this a little better,6,1 = Made this worse,2.0,Agree,4 = Made this a little better,Neither agree nor disagree,2 = Made this a little worse,Disagree,2 = Made this a little worse,Neither agree nor disagree,3 = No real effect,Agree,3 = No real effect,Neither agree nor disagree,3 = No real effect,Neither agree nor disagree,Strongly agree,Strongly agree,Disagree,Neither agree nor disagree,Strongly Disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly Disagree,Disagree,4 = Made this a little better,Strongly Disagree,2 = Made this a little worse,Strongly agree,Disagree,3 = No real effect,,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Strongly agree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Disagree,Disagree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Strongly Disagree,A few times,Once,Never,Daily,Once,A few times,Monthly,A few times,Never,Never,Strongly Disagree,Strongly agree,Strongly Disagree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Agree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,81c24f38c50f461e434dde1c
2026-03-19 08:00:17,2026-03-19 08:20:36,IP Address,*******,100,1219,True,2026-03-19 08:20:36,R_pcIQPRIT1RZwtq,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,A few times per week,About once a month,About once a month,Never,About once a day,Never,About once a day,Never,Never,,About once a day,Less than once a month,A few times per week,A few times per month,Never,About once a day,Never,Never,A few times per week,Never,A few times per month,Never,,Male,Master's degree,"$20,000 to $29,999",19879,Product or Program management,,Married,,Live with roommates,,White or Caucasian,No,Democrat,,None,,Slightly positive,Moderately positive,Moderately positive,7,5 = Made this better,10 - Extremely Happy,7 = Not applicable / I do not use AI for this,5,2 = Made this a little worse,7,2 = Made this a little worse,10 - Completely Worthwhile,3 = No real effect,8,4 = Made this a little better,10 - Completely True of Me,4 = Made this a little better,7,1 = Made this worse,6,4 = Made this a little better,4,2 = Made this a little worse,5,2 = Made this a little worse,2.0,Agree,4 = Made this a little better,Strongly agree,2 = Made this a little worse,Strongly Disagree,1 = Made this worse,Neither agree nor disagree,4 = Made this a little better,Agree,4 = Made this a little better,Neither agree nor disagree,5 = Made this better,Agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,5 = Made this better,Neither agree nor disagree,3 = No real effect,Disagree,Disagree,4 = Made this a little better,,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Strongly agree,Strongly Disagree,Disagree,Strongly agree,Strongly Disagree,Agree,Strongly Disagree,Strongly agree,Disagree,Agree,Strongly agree,Disagree,Disagree,Strongly agree,Disagree,Strongly Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Weekly,Never,A few times,Never,Once,A few times,Weekly,Weekly,Weekly,Weekly,Strongly Disagree,Strongly agree,Disagree,Agree,Disagree,Agree,Strongly Disagree,Agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,f16c6af417398e37129e1b5a
2026-03-26 07:38:04,2026-03-26 07:48:05,IP Address,*******,100,601,True,2026-03-26 07:48:05,R_5qp6HqacMmvXZx,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,A few times per week,5-10 times a day,5-10 times a day,Never,5-10 times a day,Never,Never,Never,Never,,Several times a day,A few times per week,About once a day,A few times per month,About once a month,Never,Never,A few times per month,About once a day,About once a month,About once a month,Less than once a month,,Female,Some college but no degree,"$60,000 to $69,999",86009,Academic researcher / Faculty / Writing instructor,,Married,,"Live with partner/spouse,Live with children",,Hispanic or Latino,No,Democrat,,Depression,,Extremely positive,Slightly positive,Slightly positive,9,4 = Made this a little better,8,4 = Made this a little better,6,2 = Made this a little worse,7,4 = Made this a little better,9,1 = Made this worse,7,1 = Made this worse,8,2 = Made this a little worse,4,2 = Made this a little worse,5,2 = Made this a little worse,9,5 = Made this better,7,5 = Made this better,2.0,Agree,2 = Made this a little worse,Strongly agree,2 = Made this a little worse,Agree,3 = No real effect,Neither agree nor disagree,6 = Made this much better,Agree,5 = Made this better,Agree,4 = Made this a little better,Strongly agree,Disagree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Agree,Neither agree nor disagree,Disagree,3 = No real effect,Strongly Disagree,4 = Made this a little better,Strongly Disagree,Strongly Disagree,3 = No real effect,,Strongly agree,Strongly agree,Agree,Disagree,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Neither agree nor disagree,Agree,Agree,A few times,Never,Weekly,A few times,Never,Weekly,Weekly,Once,Monthly,Never,Strongly agree,Strongly agree,Strongly Disagree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Strongly agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Agree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Agree,Disagree,Disagree,26b9cdcf3fb735726721d085
